word,part_of_speech,level,category
casualty,n,C1,People - Groups & Categories
prey,n,C1,People - Groups & Categories
arm,v,C1,Body - Parts & Physical Features
sole,adj,C1,Body - Parts & Physical Features
liver,n,C1,Body - Parts & Physical Features
kidney,n,C1,Body - Parts & Physical Features
tumor,n,C1,Health - Medical & Treatment
diagnosis,n,C1,Health - Medical & Treatment
cognitive,adj,C1,Health - Mental & Psychological
personnel,n,C1,Work - Employment & Career
proceeds,n,C1,Business - Finance & Economy
earnings,n,C1,Business - Finance & Economy
backing,n,C1,Business - Finance & Economy
assurance,n,C1,Business - Finance & Economy
acquisition,n,C1,Business - Finance & Economy
commerce,n,C1,Business - Trade & Commerce
allocation,n,C1,Business - Trade & Commerce
compute,v,C1,Verbs - Business & Professional
discharge,v,C1,Verbs - Business & Professional
thrive,v,C1,Verbs - Business & Professional
flourish,v,C1,Verbs - Business & Professional
boom,n,C1,Verbs - Business & Professional
constitute,v,C1,Verbs - Business & Professional
log,n,C1,Verbs - Learning & Academic
log,v,C1,Verbs - Learning & Academic
characterize,v,C1,Verbs - Learning & Academic
amend,v,C1,Verbs - Learning & Academic
legislature,n,C1,Politics - Government & Administration
assembly,n,C1,Politics - Government & Administration
fairness,n,C1,Politics - Government & Administration
lawsuit,n,C1,Law - Legal System & Justice
enforce,v,C1,Verbs - Legal & Administrative
administer,v,C1,Verbs - Legal & Administrative
authorize,v,C1,Verbs - Legal & Administrative
ballot,n,C1,Verbs - Legal & Administrative
appoint,v,C1,Verbs - Legal & Administrative
designate,v,C1,Verbs - Legal & Administrative
comply,v,C1,Verbs - Legal & Administrative
abolish,v,C1,Verbs - Legal & Administrative
adhere,v,C1,Verbs - Legal & Administrative
allege,v,C1,Verbs - Legal & Administrative
articulate,v,C1,Verbs - Legal & Administrative
aspire,v,C1,Verbs - Legal & Administrative
await,v,C1,Verbs - Legal & Administrative
betray,v,C1,Verbs - Legal & Administrative
bless,v,C1,Verbs - Legal & Administrative
boast,v,C1,Verbs - Legal & Administrative
breed,v,C1,Verbs - Legal & Administrative
breed,n,C1,Verbs - Legal & Administrative
carve,v,C1,Verbs - Legal & Administrative
cater,v,C1,Verbs - Legal & Administrative
circulate,v,C1,Verbs - Legal & Administrative
cling,v,C1,Verbs - Legal & Administrative
coincide,v,C1,Verbs - Legal & Administrative
commence,v,C1,Verbs - Legal & Administrative
compensate,v,C1,Verbs - Legal & Administrative
conceal,v,C1,Verbs - Legal & Administrative
confer,v,C1,Verbs - Legal & Administrative
congratulate,v,C1,Verbs - Legal & Administrative
conserve,v,C1,Verbs - Legal & Administrative
consolidate,v,C1,Verbs - Legal & Administrative
convict,v,C1,Verbs - Legal & Administrative
correspond,v,C1,Verbs - Legal & Administrative
crawl,v,C1,Verbs - Legal & Administrative
creep,v,C1,Verbs - Legal & Administrative
cultivate,v,C1,Verbs - Legal & Administrative
deem,v,C1,Verbs - Legal & Administrative
deploy,v,C1,Verbs - Legal & Administrative
deprive,v,C1,Verbs - Legal & Administrative
detain,v,C1,Verbs - Legal & Administrative
diagnose,v,C1,Verbs - Legal & Administrative
dictate,v,C1,Verbs - Legal & Administrative
dip,v,C1,Verbs - Legal & Administrative
discard,v,C1,Verbs - Legal & Administrative
displace,v,C1,Verbs - Legal & Administrative
dispose,v,C1,Verbs - Legal & Administrative
disrupt,v,C1,Verbs - Legal & Administrative
distort,v,C1,Verbs - Legal & Administrative
divert,v,C1,Verbs - Legal & Administrative
drain,v,C1,Verbs - Legal & Administrative
empower,v,C1,Verbs - Legal & Administrative
enact,v,C1,Verbs - Legal & Administrative
encompass,v,C1,Verbs - Legal & Administrative
enrich,v,C1,Verbs - Legal & Administrative
enroll,v,C1,Verbs - Legal & Administrative
entitle,v,C1,Verbs - Legal & Administrative
escalate,v,C1,Verbs - Legal & Administrative
evacuate,v,C1,Verbs - Legal & Administrative
evoke,v,C1,Verbs - Legal & Administrative
exaggerate,v,C1,Verbs - Legal & Administrative
extract,v,C1,Verbs - Legal & Administrative
facilitate,v,C1,Verbs - Legal & Administrative
flee,v,C1,Verbs - Legal & Administrative
foster,v,C1,Verbs - Legal & Administrative
grind,v,C1,Verbs - Legal & Administrative
haunt,v,C1,Verbs - Legal & Administrative
heighten,v,C1,Verbs - Legal & Administrative
imprison,v,C1,Verbs - Legal & Administrative
incur,v,C1,Verbs - Legal & Administrative
induce,v,C1,Verbs - Legal & Administrative
infect,v,C1,Verbs - Legal & Administrative
inflict,v,C1,Verbs - Legal & Administrative
inhibit,v,C1,Verbs - Legal & Administrative
inject,v,C1,Verbs - Legal & Administrative
inquire,v,C1,Verbs - Legal & Administrative
inspect,v,C1,Verbs - Legal & Administrative
instruct,v,C1,Verbs - Legal & Administrative
intensify,v,C1,Verbs - Legal & Administrative
interfere,v,C1,Verbs - Legal & Administrative
intervene,v,C1,Verbs - Legal & Administrative
invoke,v,C1,Verbs - Legal & Administrative
kidnap,v,C1,Verbs - Legal & Administrative
leak,v,C1,Verbs - Legal & Administrative
leak,n,C1,Verbs - Legal & Administrative
linger,v,C1,Verbs - Legal & Administrative
loom,v,C1,Verbs - Legal & Administrative
manifest,v,C1,Verbs - Legal & Administrative
manipulate,v,C1,Verbs - Legal & Administrative
march,n,C1,Verbs - Legal & Administrative
march,v,C1,Verbs - Legal & Administrative
maximize,v,C1,Verbs - Legal & Administrative
minimize,v,C1,Verbs - Legal & Administrative
mobilize,v,C1,Verbs - Legal & Administrative
nominate,v,C1,Verbs - Legal & Administrative
notify,v,C1,Verbs - Legal & Administrative
oblige,v,C1,Verbs - Legal & Administrative
originate,v,C1,Verbs - Legal & Administrative
overlook,v,C1,Verbs - Legal & Administrative
oversee,v,C1,Verbs - Legal & Administrative
overwhelm,v,C1,Verbs - Legal & Administrative
plead,v,C1,Verbs - Legal & Administrative
plunge,v,C1,Verbs - Legal & Administrative
prescribe,v,C1,Verbs - Legal & Administrative
preside,v,C1,Verbs - Legal & Administrative
proclaim,v,C1,Verbs - Legal & Administrative
prosecute,v,C1,Verbs - Legal & Administrative
provoke,v,C1,Verbs - Legal & Administrative
query,n,C1,Verbs - Legal & Administrative
reassure,v,C1,Verbs - Legal & Administrative
rebel,n,C1,Verbs - Legal & Administrative
reform,n,C1,Verbs - Legal & Administrative
reform,v,C1,Verbs - Legal & Administrative
regain,v,C1,Verbs - Legal & Administrative
render,v,C1,Verbs - Legal & Administrative
renew,v,C1,Verbs - Legal & Administrative
reproduce,v,C1,Verbs - Legal & Administrative
resemble,v,C1,Verbs - Legal & Administrative
reside,v,C1,Verbs - Legal & Administrative
resume,v,C1,Verbs - Legal & Administrative
retrieve,v,C1,Verbs - Legal & Administrative
revive,v,C1,Verbs - Legal & Administrative
rotate,v,C1,Verbs - Legal & Administrative
seize,v,C1,Verbs - Legal & Administrative
shrink,v,C1,Verbs - Legal & Administrative
simulate,v,C1,Verbs - Legal & Administrative
snap,v,C1,Verbs - Legal & Administrative
soar,v,C1,Verbs - Legal & Administrative
spark,v,C1,Verbs - Legal & Administrative
spell,n,C1,Verbs - Legal & Administrative
spin,v,C1,Verbs - Legal & Administrative
spin,n,C1,Verbs - Legal & Administrative
stabilize,v,C1,Verbs - Legal & Administrative
stir,v,C1,Verbs - Legal & Administrative
strive,v,C1,Verbs - Legal & Administrative
stumble,v,C1,Verbs - Legal & Administrative
stun,v,C1,Verbs - Legal & Administrative
substitute,n,C1,Verbs - Legal & Administrative
substitute,v,C1,Verbs - Legal & Administrative
sue,v,C1,Verbs - Legal & Administrative
supervise,v,C1,Verbs - Legal & Administrative
suppress,v,C1,Verbs - Legal & Administrative
surge,n,C1,Verbs - Legal & Administrative
surge,v,C1,Verbs - Legal & Administrative
swing,v,C1,Verbs - Legal & Administrative
swing,n,C1,Verbs - Legal & Administrative
tempt,v,C1,Verbs - Legal & Administrative
testify,v,C1,Verbs - Legal & Administrative
tolerate,v,C1,Verbs - Legal & Administrative
transit,n,C1,Verbs - Legal & Administrative
twist,v,C1,Verbs - Legal & Administrative
twist,n,C1,Verbs - Legal & Administrative
undermine,v,C1,Verbs - Legal & Administrative
unify,v,C1,Verbs - Legal & Administrative
unveil,v,C1,Verbs - Legal & Administrative
uphold,v,C1,Verbs - Legal & Administrative
utilize,v,C1,Verbs - Legal & Administrative
vanish,v,C1,Verbs - Legal & Administrative
verify,v,C1,Verbs - Legal & Administrative
violate,v,C1,Verbs - Legal & Administrative
vow,v,C1,Verbs - Legal & Administrative
ward,n,C1,Verbs - Legal & Administrative
weaken,v,C1,Verbs - Legal & Administrative
weave,v,C1,Verbs - Legal & Administrative
widen,v,C1,Verbs - Legal & Administrative
companion,n,C1,Social - Relationships & Interaction
tribal,adj,C1,Social - Society & Culture
aggression,n,C1,Social - Issues & Problems
counseling,n,C1,Social - Issues & Problems
epidemic,n,C1,Social - Issues & Problems
felony,n,C1,Social - Issues & Problems
gambling,n,C1,Social - Issues & Problems
genocide,n,C1,Social - Issues & Problems
inability,n,C1,Social - Issues & Problems
incarceration,n,C1,Social - Issues & Problems
injustice,n,C1,Social - Issues & Problems
inmate,n,C1,Social - Issues & Problems
gathering,n,C1,Social - Events & Occasions
coup,n,C1,Social - Events & Occasions
decision-making,n,C1,Social - Events & Occasions
encouragement,n,C1,Social - Events & Occasions
excess,n,C1,Social - Events & Occasions
excess,adj,C1,Social - Events & Occasions
foreigner,n,C1,Social - Events & Occasions
freshman,n,C1,Social - Events & Occasions
fundraising,n,C1,Social - Events & Occasions
funeral,n,C1,Social - Events & Occasions
gaze,n,C1,Social - Events & Occasions
gaze,v,C1,Social - Events & Occasions
gig,n,C1,Social - Events & Occasions
glance,n,C1,Social - Events & Occasions
glance,v,C1,Social - Events & Occasions
governance,n,C1,Social - Events & Occasions
grin,v,C1,Social - Events & Occasions
grin,n,C1,Social - Events & Occasions
handful,n,C1,Social - Events & Occasions
homeland,n,C1,Social - Events & Occasions
idiot,n,C1,Social - Events & Occasions
imagery,n,C1,Social - Events & Occasions
insider,n,C1,Social - Events & Occasions
academy,n,C1,Places - Buildings & Structures
asylum,n,C1,Places - Buildings & Structures
casino,n,C1,Places - Buildings & Structures
cemetery,n,C1,Places - Buildings & Structures
chamber,n,C1,Places - Buildings & Structures
embassy,n,C1,Places - Buildings & Structures
province,n,C1,Geography - Regions & Territory
benchmark,n,C1,Science - Research & Methods
fluid,n,C1,Science - Physics & Chemistry
hydrogen,n,C1,Science - Physics & Chemistry
initiate,v,C1,Verbs - Scientific & Technical
dissolve,v,C1,Verbs - Scientific & Technical
blast,n,C1,Verbs - Scientific & Technical
blast,v,C1,Verbs - Scientific & Technical
cattle,n,C1,Nature - Animals & Wildlife
flesh,n,C1,Nature - Animals & Wildlife
guerrilla,n,C1,Nature - Animals & Wildlife
gut,n,C1,Nature - Animals & Wildlife
infant,n,C1,Nature - Animals & Wildlife
sound,adj,C1,Media - Information & Communication
craft,v,C1,Arts - Creative Fields
biography,n,C1,Arts - Creative Fields
choir,n,C1,Arts - Creative Fields
novel,adj,C1,Arts - Creative Fields
portray,v,C1,Verbs - Media & Creative
depict,v,C1,Verbs - Media & Creative
conviction,n,C1,Abstract - Ideas & Philosophy
autonomy,n,C1,Abstract - Ideas & Philosophy
bulk,n,C1,Abstract - Quantities & Measurement
incidence,n,C1,Abstract - Quantities & Measurement
counterpart,n,C1,Abstract - Relationships & Connections
blend,v,C1,Abstract - Relationships & Connections
blend,n,C1,Abstract - Relationships & Connections
autumn,n,C1,Time - Periods & Sequence
dawn,n,C1,Time - Periods & Sequence
debut,n,C1,Time - Periods & Sequence
fate,n,C1,Time - Periods & Sequence
presently,adv,C1,Adverbs - Time & Frequency
continually,adv,C1,Adverbs - Time & Frequency
beneath,prep,C1,Adverbs - Degree & Manner
forth,adv,C1,Adverbs - Degree & Manner
adjacent,adj,C1,Adverbs - Degree & Manner
frankly,adv,C1,Adverbs - Degree & Manner
merely,adv,C1,Adverbs - Degree & Manner
just,adj,C1,Adverbs - Degree & Manner
wholly,adv,C1,Adverbs - Degree & Manner
accordingly,adv,C1,Adverbs - Degree & Manner
allegedly,adv,C1,Adverbs - Degree & Manner
alike,adv,C1,Adverbs - Degree & Manner
alike,adj,C1,Adverbs - Degree & Manner
exclusively,adv,C1,Adverbs - Degree & Manner
explicitly,adv,C1,Adverbs - Degree & Manner
halfway,adv,C1,Adverbs - Degree & Manner
glorious,adj,C1,Adverbs - Degree & Manner
seemingly,adv,C1,Adverbs - Viewpoint & Stance
notably,adv,C1,Adverbs - Viewpoint & Stance
nonetheless,adv,C1,Adverbs - Viewpoint & Stance
predominantly,adv,C1,Adverbs - Viewpoint & Stance
partially,adv,C1,Adverbs - Viewpoint & Stance
steer,v,C1,Verbs - Control & Influence
compel,v,C1,Verbs - Control & Influence
confine,v,C1,Verbs - Control & Influence
endorse,v,C1,Verbs - Assessment & Judgment
applaud,v,C1,Verbs - Assessment & Judgment
condemn,v,C1,Verbs - Assessment & Judgment
denounce,v,C1,Verbs - Assessment & Judgment
assemble,v,C1,Verbs - Creation & Destruction
devise,v,C1,Verbs - Creation & Destruction
conceive,v,C1,Verbs - Creation & Destruction
formulate,v,C1,Verbs - Creation & Destruction
devastate,v,C1,Verbs - Creation & Destruction
shatter,v,C1,Verbs - Creation & Destruction
smash,v,C1,Verbs - Creation & Destruction
crush,v,C1,Verbs - Creation & Destruction
allocate,v,C1,Verbs - Provision & Support
correlate,v,C1,Verbs - Connection & Association
merge,v,C1,Verbs - Connection & Association
bind,v,C1,Verbs - Connection & Association
persist,v,C1,Verbs - Continuation & Cessation
sustain,v,C1,Verbs - Continuation & Cessation
cease,v,C1,Verbs - Continuation & Cessation
halt,v,C1,Verbs - Continuation & Cessation
halt,n,C1,Verbs - Continuation & Cessation
postpone,v,C1,Verbs - Continuation & Cessation
attain,v,C1,Verbs - Achievement & Completion
terminate,v,C1,Verbs - Achievement & Completion
prevail,v,C1,Verbs - Achievement & Completion
combat,n,C1,Verbs - Conflict & Competition
combat,v,C1,Verbs - Conflict & Competition
contend,v,C1,Verbs - Conflict & Competition
defy,v,C1,Verbs - Conflict & Competition
confront,v,C1,Verbs - Conflict & Competition
counter (argue against),v,C1,Verbs - Conflict & Competition
assault,n,C1,Verbs - Conflict & Competition
assault,v,C1,Verbs - Conflict & Competition
raid,n,C1,Verbs - Conflict & Competition
raid,v,C1,Verbs - Conflict & Competition
conquer,v,C1,Verbs - Conflict & Competition
concede,v,C1,Verbs - Conflict & Competition
coordinate,v,C1,Verbs - Handling & Management
align,v,C1,Verbs - Handling & Management
execute,v,C1,Verbs - Handling & Management
civilian,n,C1,Adjectives - Formal & Professional
civilian,adj,C1,Adjectives - Formal & Professional
intellectual,n,C1,Adjectives - Academic & Intellectual
rational,adj,C1,Adjectives - Academic & Intellectual
theoretical,adj,C1,Adjectives - Academic & Intellectual
empirical,adj,C1,Adjectives - Academic & Intellectual
experimental,adj,C1,Adjectives - Academic & Intellectual
systematic,adj,C1,Adjectives - Academic & Intellectual
keen,adj,C1,Adjectives - Emotional & Psychological
thrilled,adj,C1,Adjectives - Emotional & Psychological
alert,v,C1,Adjectives - Emotional & Psychological
alert,n,C1,Adjectives - Emotional & Psychological
alert,adj,C1,Adjectives - Emotional & Psychological
troubled,adj,C1,Adjectives - Emotional & Psychological
compelling,adj,C1,Adjectives - Emotional & Psychological
collective,adj,C1,Adjectives - Social & Political
liberal,adj,C1,Adjectives - Social & Political
liberal,n,C1,Adjectives - Social & Political
revolutionary,adj,C1,Adjectives - Social & Political
administrative,adj,C1,Adjectives - Social & Political
aesthetic,adj,C1,Adjectives - Social & Political
residential,adj,C1,Adjectives - Social & Political
contrary,adj,C1,Adjectives - Social & Political
contrary,n,C1,Adjectives - Social & Political
varied,adj,C1,Adjectives - Social & Political
corresponding,adj,C1,Adjectives - Social & Political
substantial,adj,C1,Adjectives - Social & Political
prospective,adj,C1,Adjectives - Social & Political
principal,n,C1,Adjectives - Social & Political
agricultural,adj,C1,Adjectives - Social & Political
architectural,adj,C1,Adjectives - Social & Political
amateur,adj,C1,Adjectives - Social & Political
amateur,n,C1,Adjectives - Social & Political
chronic,adj,C1,Adjectives - Social & Political
civic,adj,C1,Adjectives - Social & Political
colonial,adj,C1,Adjectives - Social & Political
constitutional,adj,C1,Adjectives - Social & Political
crude,adj,C1,Adjectives - Social & Political
diplomatic,n,C1,Adjectives - Social & Political
evolutionary,adj,C1,Adjectives - Social & Political
fiscal,adj,C1,Adjectives - Social & Political
institutional,adj,C1,Adjectives - Social & Political
judicial,adj,C1,Adjectives - Social & Political
legislative,adj,C1,Adjectives - Social & Political
medieval,adj,C1,Adjectives - Social & Political
municipal,adj,C1,Adjectives - Social & Political
nonprofit,adj,C1,Adjectives - Social & Political
philosophical,adj,C1,Adjectives - Social & Political
regulatory,adj,C1,Adjectives - Social & Political
undergraduate,n,C1,Adjectives - Social & Political
vocal,adj,C1,Adjectives - Social & Political
capitalist,adj,C1,Adjectives - Social & Political
communist,adj,C1,Adjectives - Social & Political
congressional,adj,C1,Adjectives - Social & Political
consecutive,adj,C1,Adjectives - Social & Political
driving,adj,C1,Adjectives - Social & Political
dual,adj,C1,Adjectives - Social & Political
ecological,adj,C1,Adjectives - Social & Political
electoral,adj,C1,Adjectives - Social & Political
engaging,adj,C1,Adjectives - Social & Political
exclusive,adj,C1,Adjectives - Social & Political
feminist,adj,C1,Adjectives - Social & Political
feminist,n,C1,Adjectives - Social & Political
forthcoming,adj,C1,Adjectives - Social & Political
functional,adj,C1,Adjectives - Social & Political
generic,adj,C1,Adjectives - Social & Political
high-profile,adj,C1,Adjectives - Social & Political
humanitarian,adj,C1,Adjectives - Social & Political
ideological,adj,C1,Adjectives - Social & Political
indigenous,adj,C1,Adjectives - Social & Political
influential,adj,C1,Adjectives - Social & Political
instrumental,adj,C1,Adjectives - Social & Political
integrated,adj,C1,Adjectives - Social & Political
mainstream,n,C1,Adjectives - Social & Political
mainstream,adj,C1,Adjectives - Social & Political
nationwide,adj,C1,Adjectives - Social & Political
secular,adj,C1,Adjectives - Social & Political
strategic,adj,C1,Adjectives - Social & Political
symbolic,adj,C1,Adjectives - Social & Political
tactical,adj,C1,Adjectives - Social & Political
authentic,adj,C1,Adjectives - Ethical & Moral
corrupt,adj,C1,Adjectives - Ethical & Moral
productive,adj,C1,Adjectives - Success & Failure
profitable,adj,C1,Adjectives - Success & Failure
hopeful,adj,C1,Adjectives - Success & Failure
encouraging,adj,C1,Adjectives - Success & Failure
favorable,adj,C1,Adjectives - Success & Failure
exceptional,adj,C1,Adjectives - Success & Failure
straightforward,adj,C1,Adjectives - Difficulty & Complexity
elaborate,adj,C1,Adjectives - Difficulty & Complexity
fine,n,C1,Adjectives - Positive Qualities
fine,v,C1,Adjectives - Positive Qualities
superior,adj,C1,Adjectives - Positive Qualities
superb,adj,C1,Adjectives - Positive Qualities
terrific,adj,C1,Adjectives - Positive Qualities
notable,adj,C1,Adjectives - Positive Qualities
dynamic,n,C1,Adjectives - Positive Qualities
alien,adj,C1,Adjectives - Positive Qualities
absurd,adj,C1,Adjectives - Negative Qualities
peculiar,adj,C1,Adjectives - Negative Qualities
bizarre,adj,C1,Adjectives - Negative Qualities
hostile,adj,C1,Adjectives - Negative Qualities
brutal,adj,C1,Adjectives - Negative Qualities
fierce,adj,C1,Adjectives - Negative Qualities
vicious,adj,C1,Adjectives - Negative Qualities
harsh,adj,C1,Adjectives - Negative Qualities
lethal,adj,C1,Adjectives - Negative Qualities
fatal,adj,C1,Adjectives - Negative Qualities
dumb,adj,C1,Adjectives - Negative Qualities
endless,adj,C1,Adjectives - Negative Qualities
flawed,adj,C1,Adjectives - Negative Qualities
frustrated,adj,C1,Adjectives - Negative Qualities
frustrating,adj,C1,Adjectives - Negative Qualities
gross,adj,C1,Adjectives - Negative Qualities
handy,adj,C1,Adjectives - Negative Qualities
inclined,adj,C1,Adjectives - Negative Qualities
infamous,adj,C1,Adjectives - Negative Qualities
tender,adj,C1,Adjectives - Physical States
delicate,adj,C1,Adjectives - Physical States
consent,n,C1,Nouns - Concepts & Processes
consent,v,C1,Nouns - Concepts & Processes
acceptance,n,C1,Nouns - Concepts & Processes
enterprise,n,C1,Nouns - Concepts & Processes
detection,n,C1,Nouns - Concepts & Processes
attendance,n,C1,Nouns - Concepts & Processes
confirmation,n,C1,Nouns - Concepts & Processes
accountability,n,C1,Nouns - Concepts & Processes
activation,n,C1,Nouns - Concepts & Processes
adaptation,n,C1,Nouns - Concepts & Processes
adjustment,n,C1,Nouns - Concepts & Processes
adoption,n,C1,Nouns - Concepts & Processes
affection,n,C1,Nouns - Concepts & Processes
alignment,n,C1,Nouns - Concepts & Processes
allowance,n,C1,Nouns - Concepts & Processes
appreciation,n,C1,Nouns - Concepts & Processes
aspiration,n,C1,Nouns - Concepts & Processes
assertion,n,C1,Nouns - Concepts & Processes
availability,n,C1,Nouns - Concepts & Processes
behalf,n,C1,Nouns - Concepts & Processes
blessing,n,C1,Nouns - Concepts & Processes
boundary,n,C1,Nouns - Concepts & Processes
breach,n,C1,Nouns - Concepts & Processes
breach,v,C1,Nouns - Concepts & Processes
breakthrough,n,C1,Nouns - Concepts & Processes
accumulation,n,C1,Nouns - Concepts & Processes
accusation,n,C1,Nouns - Concepts & Processes
admission,n,C1,Nouns - Concepts & Processes
aftermath,n,C1,Nouns - Concepts & Processes
allegation,n,C1,Nouns - Concepts & Processes
analogy,n,C1,Nouns - Concepts & Processes
amendment,n,C1,Nouns - Concepts & Processes
apparatus,n,C1,Nouns - Concepts & Processes
appetite,n,C1,Nouns - Concepts & Processes
array,n,C1,Nouns - Concepts & Processes
booking,n,C1,Nouns - Concepts & Processes
bonus,n,C1,Nouns - Concepts & Processes
competence,n,C1,Nouns - Concepts & Processes
compile,v,C1,Nouns - Concepts & Processes
complement,v,C1,Nouns - Concepts & Processes
complexity,n,C1,Nouns - Concepts & Processes
compromise,n,C1,Nouns - Concepts & Processes
compromise,v,C1,Nouns - Concepts & Processes
conception,n,C1,Nouns - Concepts & Processes
configuration,n,C1,Nouns - Concepts & Processes
conscience,n,C1,Nouns - Concepts & Processes
consensus,n,C1,Nouns - Concepts & Processes
consistency,n,C1,Nouns - Concepts & Processes
constraint,n,C1,Nouns - Concepts & Processes
consultation,n,C1,Nouns - Concepts & Processes
contempt,n,C1,Nouns - Concepts & Processes
coordination,n,C1,Nouns - Concepts & Processes
correlation,n,C1,Nouns - Concepts & Processes
credibility,n,C1,Nouns - Concepts & Processes
cult,n,C1,Nouns - Concepts & Processes
cult,adj,C1,Nouns - Concepts & Processes
custody,n,C1,Nouns - Concepts & Processes
deficiency,n,C1,Nouns - Concepts & Processes
deficit,n,C1,Nouns - Concepts & Processes
density,n,C1,Nouns - Concepts & Processes
dilemma,n,C1,Nouns - Concepts & Processes
dimension,n,C1,Nouns - Concepts & Processes
disclosure,n,C1,Nouns - Concepts & Processes
disposal,n,C1,Nouns - Concepts & Processes
distinction,n,C1,Nouns - Concepts & Processes
domain,n,C1,Nouns - Concepts & Processes
dominance,n,C1,Nouns - Concepts & Processes
emergence,n,C1,Nouns - Concepts & Processes
endorsement,n,C1,Nouns - Concepts & Processes
enforcement,n,C1,Nouns - Concepts & Processes
entity,n,C1,Nouns - Concepts & Processes
exile,n,C1,Nouns - Concepts & Processes
gravity,n,C1,Nouns - Concepts & Processes
humanity,n,C1,Nouns - Concepts & Processes
ignorance,n,C1,Nouns - Concepts & Processes
integrity,n,C1,Nouns - Concepts & Processes
misery,n,C1,Nouns - Concepts & Processes
neglect,v,C1,Nouns - Concepts & Processes
neglect,n,C1,Nouns - Concepts & Processes
absence,n,C1,Nouns - Concepts & Processes
alliance,n,C1,Nouns - Concepts & Processes
audit,n,C1,Nouns - Concepts & Processes
burial,n,C1,Nouns - Concepts & Processes
bureaucracy,n,C1,Nouns - Concepts & Processes
calculation,n,C1,Nouns - Concepts & Processes
capitalism,n,C1,Nouns - Concepts & Processes
caution,n,C1,Nouns - Concepts & Processes
chaos,n,C1,Nouns - Concepts & Processes
charm,n,C1,Nouns - Concepts & Processes
charter,n,C1,Nouns - Concepts & Processes
circulation,n,C1,Nouns - Concepts & Processes
citizenship,n,C1,Nouns - Concepts & Processes
clarity,n,C1,Nouns - Concepts & Processes
closure,n,C1,Nouns - Concepts & Processes
coalition,n,C1,Nouns - Concepts & Processes
collaboration,n,C1,Nouns - Concepts & Processes
collision,n,C1,Nouns - Concepts & Processes
commentary,n,C1,Nouns - Concepts & Processes
commodity,n,C1,Nouns - Concepts & Processes
compensation,n,C1,Nouns - Concepts & Processes
compliance,n,C1,Nouns - Concepts & Processes
complication,n,C1,Nouns - Concepts & Processes
composition,n,C1,Nouns - Concepts & Processes
concession,n,C1,Nouns - Concepts & Processes
confession,n,C1,Nouns - Concepts & Processes
consciousness,n,C1,Nouns - Concepts & Processes
constitution,n,C1,Nouns - Concepts & Processes
contention,n,C1,Nouns - Concepts & Processes
contradiction,n,C1,Nouns - Concepts & Processes
conversion,n,C1,Nouns - Concepts & Processes
copyright,n,C1,Nouns - Concepts & Processes
correction,n,C1,Nouns - Concepts & Processes
correspondence,n,C1,Nouns - Concepts & Processes
corruption,n,C1,Nouns - Concepts & Processes
courtesy,n,C1,Nouns - Concepts & Processes
curiosity,n,C1,Nouns - Concepts & Processes
declaration,n,C1,Nouns - Concepts & Processes
dedication,n,C1,Nouns - Concepts & Processes
dependence,n,C1,Nouns - Concepts & Processes
deployment,n,C1,Nouns - Concepts & Processes
descent,n,C1,Nouns - Concepts & Processes
detention,n,C1,Nouns - Concepts & Processes
dignity,n,C1,Nouns - Concepts & Processes
discourse,n,C1,Nouns - Concepts & Processes
discretion,n,C1,Nouns - Concepts & Processes
discrimination,n,C1,Nouns - Concepts & Processes
dismissal,n,C1,Nouns - Concepts & Processes
disruption,n,C1,Nouns - Concepts & Processes
distress,n,C1,Nouns - Concepts & Processes
distress,v,C1,Nouns - Concepts & Processes
doctrine,n,C1,Nouns - Concepts & Processes
documentation,n,C1,Nouns - Concepts & Processes
effectiveness,n,C1,Nouns - Concepts & Processes
efficiency,n,C1,Nouns - Concepts & Processes
ego,n,C1,Nouns - Concepts & Processes
embarrassment,n,C1,Nouns - Concepts & Processes
endeavor,n,C1,Nouns - Concepts & Processes
equality,n,C1,Nouns - Concepts & Processes
equation,n,C1,Nouns - Concepts & Processes
excellence,n,C1,Nouns - Concepts & Processes
exclusion,n,C1,Nouns - Concepts & Processes
execution,n,C1,Nouns - Concepts & Processes
expenditure,n,C1,Nouns - Concepts & Processes
exploitation,n,C1,Nouns - Concepts & Processes
faction,n,C1,Nouns - Concepts & Processes
fiber,n,C1,Nouns - Concepts & Processes
filter,n,C1,Nouns - Concepts & Processes
filter,v,C1,Nouns - Concepts & Processes
flexibility,n,C1,Nouns - Concepts & Processes
franchise,n,C1,Nouns - Concepts & Processes
frustration,n,C1,Nouns - Concepts & Processes
glory,n,C1,Nouns - Concepts & Processes
grace,n,C1,Nouns - Concepts & Processes
grief,n,C1,Nouns - Concepts & Processes
guidance,n,C1,Nouns - Concepts & Processes
handling,n,C1,Nouns - Concepts & Processes
harassment,n,C1,Nouns - Concepts & Processes
harmony,n,C1,Nouns - Concepts & Processes
hatred,n,C1,Nouns - Concepts & Processes
hazard,n,C1,Nouns - Concepts & Processes
heritage,n,C1,Nouns - Concepts & Processes
hierarchy,n,C1,Nouns - Concepts & Processes
hint,n,C1,Nouns - Concepts & Processes
hint,v,C1,Nouns - Concepts & Processes
hostage,n,C1,Nouns - Concepts & Processes
hostility,n,C1,Nouns - Concepts & Processes
identification,n,C1,Nouns - Concepts & Processes
ideology,n,C1,Nouns - Concepts & Processes
implementation,n,C1,Nouns - Concepts & Processes
inclusion,n,C1,Nouns - Concepts & Processes
